porosity,widths,initial conditions,directions,max distance,projected distances,filled bottom,number filled,number blocked,total filled
0.4,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",9.595421422815372,"[6.9448, 6.9727, 9.479544219265026]",0.3249,27.6095,40.0222,67.6317
0.41,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",9.323666286115575,"[6.7633, 6.7625, 9.196560085434164]",0.3038,26.1938,40.9776,67.1714
0.42,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",9.07578433270122,"[6.5851, 6.584, 8.940870273357104]",0.2706,24.6481,42.0687,66.7168
0.43,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",8.7760317945207,"[6.3519, 6.3648, 8.629743289635012]",0.2538,23.0437,42.9744,66.0181
0.44,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",8.498251569688218,"[6.1585, 6.1499, 8.345486363598017]",0.2218,21.6709,44.0317,65.7026
0.45,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",8.171768501036812,"[5.8938, 5.9278, 8.009398510500045]",0.2073,20.2156,45.0066,65.2222
0.46,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",7.914328237367457,"[5.7384, 5.7136, 7.747486158748544]",0.1848,19.1984,45.9543,65.1527
0.47,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",7.586149356354514,"[5.4642, 5.4872, 7.4087112998820635]",0.1584,17.7377,47.0274,64.7651
0.48,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",7.265982036369958,"[5.2418, 5.246, 7.079765225274078]",0.1387,16.6137,47.9879,64.6016
0.49,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",6.897046413933179,"[4.9606, 4.962, 6.710301932104102]",0.12,15.3131,48.9691,64.2822
0.5,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",6.597447818390713,"[4.7504, 4.7391, 6.405963173481408]",0.1104,14.3389,49.9081,64.247
0.51,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",6.276264630302929,"[4.5124, 4.5035, 6.080623343457477]",0.0956,13.3311,51.0403,64.3714
0.52,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",5.8960373607692595,"[4.2121, 4.2405, 5.6986442602605045]",0.075,12.225,52.0423,64.2673
0.53,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",5.693207136266219,"[4.0686, 4.0817, 5.4920983694759125]",0.0702,11.5859,53.0583,64.6442
0.54,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",5.281906984157748,"[3.7683, 3.7602, 5.07476394721961]",0.0531,10.4158,54.1048,64.5206
0.55,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",5.064331555905912,"[3.5957, 3.6196, 4.863480441001069]",0.0445,9.8531,55.0516,64.9047
0.56,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",4.82600178858624,"[3.4225, 3.4393, 4.623841952856948]",0.0377,9.2099,56.0945,65.3044
0.57,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",4.553174069924508,"[3.2118, 3.2353, 4.342413453944702]",0.0327,8.5864,56.9816,65.568
0.58,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",4.348790337941937,"[3.0864, 3.0559, 4.142585077581381]",0.0286,8.0306,57.9314,65.962
0.59,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",3.952277119936021,"[2.7826, 2.7921, 3.7512721848727457]",0.0224,7.2404,59.0419,66.2823
0.6,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",3.778659461424162,"[2.6676, 2.6518, 3.5758389924603633]",0.0158,6.8608,60.0297,66.8905
0.61,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",3.5431710135674455,"[2.4854, 2.4843, 3.348645583665125]",0.0135,6.3386,60.9909,67.3295
0.62,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",3.3639376373930965,"[2.3605, 2.3497, 3.1708082281967087]",0.0104,5.999,61.9571,67.9561
0.63,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",3.200777803095541,"[2.2276, 2.2419, 3.013476969382702]",0.0093,5.6485,62.9718,68.6203
0.64,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.944476792589853,"[2.0468, 2.0395, 2.758211421374359]",0.0062,5.1438,63.9578,69.1016
0.65,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.769361201947016,"[1.9198, 1.9219, 2.587727976430284]",0.0053,4.8164,64.9533,69.7697
0.66,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.5840050694347845,"[1.781, 1.7844, 2.4077693006183085]",0.0042,4.4972,65.9773,70.4745
0.67,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.438950975271967,"[1.6866, 1.6713, 2.266560076415356]",0.0025,4.2589,66.9987,71.2576
0.68,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.272730796006367,"[1.5589, 1.5605, 2.1094409496357067]",0.0023,3.9907,68.0937,72.0844
0.69,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",2.1106405956215464,"[1.4426, 1.4425, 1.9491398423407182]",0.0021,3.7077,68.9616,72.6693
0.7,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.986900807096631,"[1.3531, 1.3592, 1.8347299651447364]",0.001,3.4956,69.9969,73.4925
0.71,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.8565489136105686,"[1.2603, 1.2595, 1.704551606728295]",0.0008,3.3142,71.0797,74.3939
0.72,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.7467422130029568,"[1.1867, 1.1772, 1.6011725953188232]",0.0002,3.1325,71.9906,75.1231
0.73,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.60577077448766,"[1.0731, 1.089, 1.4633574836655652]",0.0001,2.9304,72.9025,75.8329
0.74,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.5294915001007336,"[1.0219, 1.0325, 1.390384063847113]",0.0003,2.8162,74.0661,76.8823
0.75,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.4277068767846715,"[0.9576, 0.9475, 1.2954903338118782]",0.0,2.6551,74.9743,77.6294
0.76,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.3545756787445862,"[0.9104, 0.8942, 1.2237189955214436]",0.0,2.5758,75.9933,78.5691
0.77,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.2448679989229567,"[0.8252, 0.8257, 1.1240876500522583]",0.0001,2.4194,77.0232,79.4426
0.78,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.1337423548469299,"[0.746, 0.7489, 1.0195065571147672]",0.0,2.2737,77.9643,80.238
0.79,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",1.0611953961543916,"[0.6921, 0.7021, 0.9495736964554174]",0.0,2.1779,78.9915,81.1694
0.8,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.9910940915313742,"[0.6423, 0.6508, 0.8815500241052712]",0.0,2.0875,79.9233,82.0108
0.81,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.8870432133292916,"[0.5665, 0.5833, 0.7875755328855789]",0.0001,1.9571,81.0394,82.9965
0.82,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.8480776552259002,"[0.5569, 0.5435, 0.7520080617918953]",0.0001,1.9055,82.0144,83.9199
0.83,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.7775101118181068,"[0.5013, 0.4967, 0.6860349991071903]",0.0,1.8141,83.0218,84.8359
0.84,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.727731776680169,"[0.467, 0.4666, 0.6415579825705563]",0.0,1.7597,83.9605,85.7202
0.85,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.6605488637908247,"[0.4222, 0.4246, 0.5821610129508861]",0.0,1.6759,85.0083,86.6842
0.86,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.582837872380463,"[0.3681, 0.3689, 0.5077026688919424]",0.0,1.5932,86.0277,87.6209
0.87,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.5608639485720707,"[0.3497, 0.3594, 0.4888936285123802]",0.0,1.5675,87.0437,88.6112
0.88,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.4878430191079965,"[0.3004, 0.3103, 0.4220013270121325]",0.0,1.4816,87.9776,89.4592
0.89,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.457080224283403,"[0.2855, 0.2878, 0.3956969547519928]",0.0,1.4509,88.9788,90.4297
0.9,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.39647142249762474,"[0.2451, 0.2486, 0.34195683938181504]",0.0,1.387,89.9477,91.3347
0.91,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.3583789810383419,"[0.2255, 0.2168, 0.3063893682881316]",0.0,1.3434,90.9803,92.3237
0.92,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.31964465015710564,"[0.1984, 0.197, 0.275771644662754]",0.0,1.3044,92.039,93.3434
0.93,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.2602302627538826,"[0.1602, 0.1576, 0.2213244225113896]",0.0,1.2459,92.9658,94.2117
0.94,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.21453154232545926,"[0.1303, 0.1296, 0.18052436123692567]",0.0,1.2038,93.9896,95.1934
0.95,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.1849004468988735,"[0.1153, 0.1097, 0.15733125881400684]",0.0,1.1709,95.0106,96.1815
0.96,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.14813106167559575,"[0.0907, 0.0883, 0.12586500705120543]",0.0,1.133,96.0261,97.1591
0.97,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.09894860960670057,"[0.0608, 0.0588, 0.08407499628308045]",0.0,1.0883,97.0519,98.1402
0.98,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.07363640140082572,"[0.0447, 0.0418, 0.06095260453828035]",0.0,1.0663,97.9976,99.0639
0.99,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.03633656281473087,"[0.0211, 0.0214, 0.030052038200428267]",0.0,1.0324,99.0109,100.0433
1.0,"(10, 10)","[[1, 1]]","[[0, 1], [1, 0], [1, 1]]",0.0,"[0.0, 0.0, 0.0]",0.0,1.0,100.0,101.0
